Id,Label,tipo,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,nodecolor-multimode,X,Y,Size,Color
21bc2cee26694565f299e27fd8d246b3,,User,12,117,129,5,0.39087,0.446637,356.307133,0.757267,6252,blue,432.064728,-305.816681,10,"#000000"
24f2a75b5aea367692b6040fe3141c3e,,User,13,67,80,5,0.383907,0.430388,0,1,3160,blue,260.555695,-38.888443,10,"#000000"
292961b6292c1e472043cce61268dd57,,User,14,66,80,5,0.383907,0.430388,0,1,3160,blue,313.828339,363.222717,10,"#000000"
29bb8fe73fb8bcc2f8260870ced29a07,,User,15,65,80,5,0.383907,0.430388,0,1,3160,blue,-118.052666,-378.444733,10,"#000000"
301b3ca72163c86ba0fc456c18a683ae,,User,16,64,80,5,0.383907,0.430388,0,1,3160,blue,384.914948,-368.200653,10,"#000000"
3282dfc25e7c402b089e8678dfcc4e69,,User,17,63,80,5,0.383907,0.430388,0,1,3160,blue,180.847076,415.27887,10,"#000000"
34abd516c03c6e68e19058e439d377e7,,User,18,111,129,5,0.39087,0.446637,356.307133,0.757267,6252,blue,-44.962429,232.237289,10,"#000000"
378903741cc3bf22911ee95619f0a685,,User,19,61,80,5,0.383907,0.430388,0,1,3160,blue,491.819122,439.113525,10,"#000000"
3b7dfe232868b409b22d6717df3e3851,,User,20,527,547,5,0.486308,0.596029,65956.467132,0.381173,56921,blue,-476.903046,-224.224411,10,"#000000"
3c43d1ab5cd159f9add13c5dc9ef7f3d,,User,21,59,80,5,0.383907,0.430388,0,1,3160,blue,259.976349,-311.056458,10,"#000000"
44f0c07c9da5158828118fb1f09f9d34,,User,22,107,129,5,0.39087,0.446637,356.307133,0.757267,6252,blue,-289.512817,-300.690063,10,"#000000"
47b1a9cefdda6c950ee0d00a6c8cd9b7,,User,23,57,80,5,0.383907,0.430388,0,1,3160,blue,296.143646,-242.170517,10,"#000000"
4872caa80935807d75e86d8f4ee65d31,,User,24,105,129,5,0.39087,0.446637,356.307133,0.757267,6252,blue,-52.317135,-292.418701,10,"#000000"
4fd99bebb2231c9dfcf921e9b6a19f44,,User,25,201,226,5,0.407219,0.476582,9977.021883,0.547099,13910,blue,396.157928,-41.573746,10,"#000000"
5463e4f9f1d7e7311b23d00f0e6c5440,,User,26,54,80,5,0.383907,0.430388,0,1,3160,blue,-94.406609,19.922716,10,"#000000"
58c4fc6fd4fa3ed7f81b7ef4c39734bb,,User,27,53,80,5,0.383907,0.430388,0,1,3160,blue,109.248085,-258.203552,10,"#000000"
5c9c801f73e5c82fcb2f6f0583d5baa0,,User,28,52,80,5,0.383907,0.430388,0,1,3160,blue,-179.603363,-260.533081,10,"#000000"
